Milliseconds,Latitude,Longitude,Altitude,Speed,Speed3D,TS,GpsAccuracy,GpsFix
21945,48.1292436,17.1578493,138.741,4.451,4.3,1650122402904000,152,3
22055,48.1292412,17.15785,138.68,4.536,4.45,1650122403014000,152,3
22110,48.1292372,17.1578515,138.757,4.372,4.38,1650122403069000,152,3
22165,48.1292352,17.157852,138.764,4.302,4.37,1650122403124000,152,3
22220,48.1292332,17.1578527,138.774,4.253,4.3,1650122403179000,152,3
22275,48.129231,17.1578533,138.77,4.339,4.25,1650122403234000,152,3
22385,48.1292266,17.1578544,138.754,4.348,4.36,1650122403344000,152,3
22440,48.1292248,17.1578551,138.765,4.216,4.35,1650122403399000,152,3
22495,48.1292224,17.1578558,138.626,4.26,4.22,1650122403454000,152,3
22550,48.1292202,17.157856,138.475,4.136,4.26,1650122403509000,152,3
22660,48.1292181,17.1578563,138.446,4.1,4.14,1650122403619000,152,3
22715,48.1292135,17.1578577,138.512,4.409,4.3,1650122403674000,152,3
22770,48.1292116,17.1578582,138.411,4.178,4.41,1650122403729000,152,3
22825,48.1292094,17.1578585,138.373,4.17,4.18,1650122403784000,152,3
22880,48.1292071,17.1578588,138.337,4.29,4.17,1650122403839000,152,3
22935,48.1292029,17.1578597,138.291,4.18,4.43,1650122403894000,152,3
23045,48.1292007,17.1578606,138.277,4.213,4.18,1650122404004000,152,3
23100,48.1291982,17.1578613,138.195,4.418,4.22,1650122404059000,152,3
23155,48.129196,17.157862,138.202,4.44,4.42,1650122404114000,152,3
23210,48.1291941,17.1578627,138.248,4.313,4.44,1650122404169000,152,3
23320,48.1291898,17.1578644,138.289,4.332,4.38,1650122404279000,152,3
23375,48.1291873,17.1578652,138.22,4.518,4.33,1650122404334000,152,3
23430,48.1291851,17.1578662,138.243,4.504,4.52,1650122404389000,152,3
23485,48.1291833,17.1578666,138.29,4.298,4.51,1650122404444000,152,3
23540,48.1291809,17.1578678,138.261,4.46,4.3,1650122404499000,152,3
23650,48.1291767,17.1578691,138.28,4.328,4.46,1650122404609000,152,3
23705,48.1291744,17.1578699,138.255,4.405,4.33,1650122404664000,152,3
23760,48.129172,17.1578705,138.225,4.496,4.41,1650122404719000,152,3
23815,48.1291699,17.1578713,138.202,4.464,4.5,1650122404774000,152,3
23925,48.1291658,17.1578728,138.318,4.419,4.46,1650122404884000,166,3
23980,48.1291639,17.1578736,138.348,4.358,4.42,1650122404939000,166,3
24035,48.1291618,17.1578745,138.381,4.394,4.36,1650122404994000,166,3
24090,48.1291595,17.1578751,138.361,4.432,4.39,1650122405049000,166,3
24145,48.129157,17.1578758,138.276,4.526,4.43,1650122405104000,166,3
24255,48.1291531,17.1578768,138.198,4.22,4.36,1650122405214000,166,3
