Milliseconds,Latitude,Longitude,Altitude,Speed,Speed3D,TS,GpsAccuracy,GpsFix
19690,48.1538663,17.2249579,131.039,4.802,4.91,1650196426284000,161,3
19745,48.1538668,17.2249617,131.06,4.912,4.8,1650196426339000,161,3
19800,48.1538673,17.2249651,131.026,4.874,4.91,1650196426394000,161,3
19855,48.1538678,17.2249685,131.04,4.782,4.87,1650196426449000,161,3
19910,48.1538683,17.224972,131.039,4.819,4.78,1650196426504000,161,3
20020,48.1538694,17.2249793,131.033,4.941,4.92,1650196426614000,161,3
20075,48.1538699,17.2249828,131.033,4.868,4.94,1650196426669000,161,3
20130,48.1538704,17.2249863,131.04,4.859,4.87,1650196426724000,161,3
20185,48.153871,17.2249898,131.017,4.898,4.86,1650196426779000,161,3
20295,48.1538715,17.2249932,131.007,4.844,4.9,1650196426889000,161,3
20350,48.1538726,17.2250004,131.031,4.87,4.91,1650196426944000,161,3
20406,48.1538732,17.2250039,131.022,4.836,4.87,1650196427000000,161,3
20460,48.1538737,17.2250075,131.016,4.922,4.84,1650196427054000,161,3
20515,48.1538742,17.2250111,131.027,4.891,4.92,1650196427109000,161,3
20570,48.1538755,17.2250182,131.015,4.902,4.87,1650196427164000,161,3
20680,48.1538759,17.2250216,131.004,4.815,4.9,1650196427274000,161,3
20735,48.1538763,17.2250252,131.036,4.748,4.81,1650196427329000,161,3
20790,48.1538769,17.2250287,131.029,4.859,4.75,1650196427384000,161,3
20845,48.1538774,17.2250323,131.034,4.865,4.86,1650196427439000,161,3
20955,48.1538784,17.2250393,131.031,4.874,4.79,1650196427549000,161,3
21010,48.1538789,17.225043,131.028,4.94,4.87,1650196427604000,161,3
21065,48.1538796,17.2250466,131.04,4.943,4.94,1650196427659000,161,3
21120,48.1538799,17.2250502,131.037,4.899,4.94,1650196427714000,161,3
21175,48.1538805,17.2250537,131.03,4.899,4.9,1650196427769000,161,3
21285,48.1538815,17.2250608,131.018,4.859,4.99,1650196427879000,161,3
21340,48.153882,17.2250643,131.037,4.8,4.86,1650196427934000,161,3
21395,48.1538824,17.2250679,131.036,4.811,4.8,1650196427989000,161,3
21450,48.1538829,17.2250716,131.038,4.923,4.81,1650196428044000,161,3
21560,48.1538834,17.225075,131.031,4.84,4.92,1650196428154000,161,3
21615,48.1538841,17.225082,131.031,4.779,4.8,1650196428209000,161,3
21670,48.1538846,17.2250856,131.028,4.852,4.78,1650196428264000,161,3
21725,48.1538851,17.2250893,131.028,4.915,4.85,1650196428319000,161,3
21780,48.1538852,17.2250928,131.005,4.893,4.91,1650196428374000,161,3
21890,48.1538859,17.2251001,130.982,4.89,4.99,1650196428484000,161,3
21945,48.1538864,17.2251037,131.01,4.874,4.89,1650196428539000,161,3
22000,48.1538868,17.2251072,131.015,4.809,4.87,1650196428594000,161,3
22055,48.1538873,17.225111,131,4.962,4.81,1650196428649000,161,3
22110,48.1538878,17.2251146,130.99,4.979,4.96,1650196428704000,161,3
22220,48.1538886,17.2251216,131.001,4.878,4.82,1650196428814000,161,3
22275,48.1538891,17.2251253,130.984,4.947,4.88,1650196428869000,161,3
22330,48.1538894,17.2251288,130.977,4.93,4.95,1650196428924000,161,3
22385,48.1538899,17.2251325,130.972,4.953,4.93,1650196428979000,161,3
22495,48.1538905,17.225136,130.932,4.971,4.95,1650196429089000,161,3
22550,48.1538914,17.2251433,130.934,4.992,4.99,1650196429144000,161,3
22605,48.1538917,17.225147,130.938,5.013,4.99,1650196429199000,161,3
22660,48.153892,17.2251505,130.931,4.895,5.01,1650196429254000,161,3
22715,48.1538923,17.225154,130.901,4.896,4.9,1650196429309000,161,3
22770,48.1538932,17.2251613,130.907,4.964,4.92,1650196429364000,161,3
22880,48.1538935,17.225165,130.916,4.965,4.96,1650196429474000,161,3
22935,48.153894,17.2251687,130.91,5.029,4.97,1650196429529000,161,3
22990,48.1538944,17.2251722,130.895,4.949,5.03,1650196429584000,161,3
23100,48.1538947,17.2251758,130.894,4.925,4.95,1650196429694000,161,3
23155,48.1538955,17.2251829,130.889,4.896,4.85,1650196429749000,161,3
23210,48.153896,17.2251866,130.907,4.931,4.9,1650196429804000,161,3
23265,48.1538964,17.2251902,130.909,4.95,4.93,1650196429859000,161,3
23320,48.1538969,17.2251938,130.898,4.959,4.95,1650196429914000,161,3
23375,48.1538977,17.2252011,130.898,4.927,4.98,1650196429969000,161,3
23485,48.153898,17.2252047,130.902,4.922,4.93,1650196430079000,161,3
23540,48.1538984,17.2252083,130.894,4.944,4.92,1650196430134000,161,3
23595,48.1538989,17.2252118,130.89,4.889,4.94,1650196430189000,161,3
23650,48.1538993,17.2252153,130.896,4.856,4.89,1650196430244000,161,3
23760,48.1538999,17.2252224,130.926,4.793,4.85,1650196430354000,161,3
23815,48.1539003,17.2252259,130.949,4.77,4.79,1650196430409000,161,3
23870,48.1539006,17.2252293,130.964,4.724,4.77,1650196430464000,161,3
23925,48.1539008,17.2252328,130.94,4.745,4.72,1650196430519000,161,3
23980,48.1539013,17.2252366,130.909,4.964,4.75,1650196430574000,161,3
24090,48.1539022,17.2252439,130.893,4.974,5.07,1650196430684000,161,3
24145,48.1539026,17.2252475,130.902,4.935,4.97,1650196430739000,161,3
24200,48.153903,17.2252513,130.903,4.983,4.94,1650196430794000,161,3
24255,48.1539034,17.2252547,130.951,4.815,4.98,1650196430849000,161,3
