Milliseconds,Latitude,Longitude,Altitude,Speed,Speed3D,TS,GpsAccuracy,GpsFix
21780,48.1463894,17.1602794,134.911,3.599,3.63,1650124981359000,133,3
21835,48.1463914,17.1602839,134.88,3.636,3.61,1650124981414000,133,3
21890,48.1463924,17.1602861,134.868,3.632,3.64,1650124981469000,133,3
21945,48.1463936,17.160288,134.856,3.562,3.63,1650124981524000,133,3
22000,48.1463946,17.1602901,134.857,3.475,3.56,1650124981579000,133,3
22110,48.1463956,17.1602923,134.857,3.529,3.48,1650124981689000,133,3
22165,48.146398,17.1602962,134.836,3.51,3.53,1650124981744000,133,3
22220,48.1463995,17.160298,134.847,3.533,3.51,1650124981799000,133,3
22275,48.1464008,17.1602998,134.85,3.438,3.53,1650124981854000,133,3
22330,48.1464023,17.1603016,134.821,3.571,3.44,1650124981909000,133,3
22440,48.1464039,17.1603034,134.854,3.658,3.57,1650124982019000,133,3
22495,48.1464055,17.1603051,134.887,3.607,3.66,1650124982074000,133,3
22550,48.1464068,17.1603067,134.912,3.487,3.61,1650124982129000,133,3
22605,48.1464083,17.1603081,134.927,3.435,3.49,1650124982184000,133,3
22715,48.1464124,17.1603124,134.92,3.215,3.51,1650124982294000,133,3
22770,48.1464136,17.1603134,134.854,3.115,3.22,1650124982349000,133,3
22825,48.1464155,17.1603145,134.869,3.273,3.12,1650124982404000,133,3
22880,48.1464171,17.1603156,134.868,3.304,3.27,1650124982459000,133,3
22935,48.1464188,17.1603166,134.875,3.316,3.3,1650124982514000,133,3
23045,48.1464221,17.1603182,134.845,3.273,3.3,1650124982624000,133,3
23100,48.1464239,17.160319,134.867,3.399,3.27,1650124982679000,133,3
23155,48.1464257,17.1603199,134.879,3.479,3.4,1650124982734000,133,3
23210,48.1464274,17.1603206,134.892,3.485,3.48,1650124982789000,133,3
23265,48.1464309,17.1603219,134.904,3.446,3.5,1650124982844000,133,3
23375,48.1464329,17.1603224,134.898,3.559,3.45,1650124982954000,133,3
23430,48.1464346,17.160323,134.939,3.514,3.56,1650124983009000,133,3
23485,48.1464363,17.1603234,134.963,3.455,3.51,1650124983064000,145,3
23540,48.1464379,17.1603239,135.002,3.368,3.46,1650124983119000,145,3
23595,48.1464415,17.1603245,135.001,3.43,3.46,1650124983174000,151,3
23705,48.1464434,17.1603246,135.025,3.452,3.43,1650124983284000,145,3
23760,48.1464451,17.1603251,135.03,3.445,3.45,1650124983339000,145,3
23815,48.146447,17.1603252,135.017,3.473,3.45,1650124983394000,145,3
23870,48.146449,17.1603255,134.998,3.55,3.47,1650124983449000,145,3
23980,48.1464529,17.1603254,135.004,3.619,3.56,1650124983559000,145,3
24035,48.1464547,17.1603252,135.017,3.534,3.62,1650124983614000,145,3
24090,48.1464568,17.1603252,134.999,3.66,3.53,1650124983669000,145,3
24145,48.1464586,17.1603251,134.992,3.625,3.66,1650124983724000,145,3
24200,48.1464604,17.1603246,134.988,3.576,3.63,1650124983779000,145,3
