Milliseconds,Latitude,Longitude,Altitude,Speed,Speed3D,TS,GpsAccuracy,GpsFix
25520,48.0816278,17.1734679,138.009,3.913,3.94,1650649603074000,168,3
25630,48.0816291,17.1734661,137.976,3.818,3.92,1650649603184000,168,3
25685,48.0816319,17.1734628,137.877,3.687,3.73,1650649603239000,168,3
25740,48.0816334,17.1734614,137.883,3.627,3.69,1650649603294000,168,3
25850,48.0816363,17.1734585,137.806,3.533,3.57,1650649603404000,168,3
25905,48.0816377,17.1734566,137.667,3.507,3.54,1650649603459000,168,3
26015,48.0816409,17.1734531,137.6,3.602,3.58,1650649603569000,168,3
26070,48.0816432,17.1734517,137.518,3.755,3.6,1650649603624000,168,3
26180,48.0816473,17.17345,137.513,3.769,3.86,1650649603734000,168,3
26235,48.0816498,17.1734493,137.561,3.873,3.77,1650649603789000,168,3
26345,48.0816539,17.1734455,137.705,4.183,3.92,1650649603899000,168,3
26400,48.0816559,17.1734438,137.787,4.232,4.19,1650649603954000,168,3
26510,48.0816594,17.1734407,137.758,4.151,4.08,1650649604064000,168,3
26565,48.0816612,17.173439,137.701,4.105,4.15,1650649604119000,168,3
26675,48.081663,17.1734375,137.7,4.044,4.11,1650649604229000,168,3
26730,48.081667,17.1734346,137.595,4.096,4.07,1650649604284000,168,3
26785,48.0816694,17.1734329,137.579,4.247,4.1,1650649604339000,168,3
26895,48.0816741,17.1734297,137.605,4.454,4.43,1650649604449000,168,3
26950,48.0816764,17.1734284,137.592,4.476,4.46,1650649604504000,168,3
27060,48.0816807,17.1734248,137.717,4.574,4.61,1650649604614000,168,3
27115,48.0816825,17.1734232,137.726,4.444,4.58,1650649604669000,168,3
27225,48.0816869,17.1734199,137.582,4.482,4.49,1650649604779000,168,3
27280,48.0816893,17.1734175,137.524,4.724,4.48,1650649604834000,168,3
27390,48.0816919,17.1734164,137.749,4.783,4.73,1650649604944000,168,3
27446,48.0816967,17.1734128,137.697,4.879,4.83,1650649605000000,168,3
27500,48.0816988,17.1734104,137.51,4.894,4.88,1650649605054000,168,3
